"","nodes","edges","instance","ants","n_nodes_aco","value_aco","time_aco","n_nodes_bkv","value_bkv","time_bkv","opt"
"1535",300,2000,5,4,234,14433,2.76783,228,14220,299.815976858139,0
"1536",300,2000,6,4,234,14901,2.16652,229,14684,299.885545730591,0
"1537",300,2000,7,4,236,15742,2.96567,234,15967,299.740332365036,0
"1538",300,2000,8,4,235,15163,2.83327,233,15214,299.707626342773,0
"1539",300,2000,9,4,234,15337,4.47099,230,15306,299.787080287933,0
"1540",300,2000,10,4,237,15112,4.36886,230,14908,299.826214790344,0
"1541",300,3000,1,4,254,16211,4.86061,248,16005,299.581164836884,0
"1542",300,3000,2,4,250,16887,3.87018,249,17322,299.421754837036,0
"1543",300,3000,3,4,248,15750,6.35781,248,15803,299.404765844345,0
"1544",300,3000,4,4,249,16303,8.37834,254,16676,299.435356855392,0
"1545",300,3000,5,4,248,16627,5.67896,254,16882,299.426906585693,0
"1546",300,3000,6,4,247,16244,6.43909,250,16619,299.314274311066,0
"1547",300,3000,7,4,250,16272,5.24799,251,16348,299.249781847,0
"1548",300,3000,8,4,246,16115,5.31887,249,16378,299.641465425491,0
"1549",300,3000,9,4,249,16713,4.26504,252,17100,299.606421947479,0
"1550",300,3000,10,4,245,16196,5.09157,247,16693,299.343506574631,0
"1551",300,5000,1,4,264,17600,2.81367,264,17689,299.458646059036,0
"1552",300,5000,2,4,269,17340,2.86729,265,17308,298.730965614319,0
"1553",300,5000,3,4,263,17536,9.4369,267,17818,298.038542747498,0
"1554",300,5000,4,4,264,18232,3.65326,263,18195,297.974258184433,0
"1555",300,5000,5,4,264,17712,4.4646,265,17855,297.628810882568,0
"1556",300,5000,6,4,268,17494,6.01552,263,17257,297.697247266769,0
"1557",300,5000,7,4,267,17610,7.64489,269,17689,297.662297487259,0
"1558",300,5000,8,4,266,17677,8.45427,271,17976,297.568205356598,0
"1559",300,5000,9,4,268,18029,3.53367,269,17980,297.465595245361,0
"1560",300,5000,10,4,262,16884,3.37784,268,17358,297.946045398712,0
"1561",50,50,1,5,20,1258,0.031323,19,1256,0.0167093276977539,1
"1562",50,50,2,5,21,1240,0.0270236,21,1238,0.0169744491577148,1
"1563",50,50,3,5,19,1178,0.0252015,19,1169,0.0142414569854736,1
"1564",50,50,4,5,21,1141,0.030728,22,1136,0.0167534351348877,1
"1565",50,50,5,5,20,1081,0.0270524,20,1081,0.0164618492126465,1
"1566",50,50,6,5,19,1235,0.0270548,19,1226,0.0170056819915772,1
"1567",50,50,7,5,18,1045,0.0298933,18,1045,0.0169174671173096,1
"1568",50,50,8,5,21,1122,0.0292184,21,1122,0.0238897800445557,1
"1569",50,50,9,5,21,1092,0.0271229,21,1092,0.0136981010437012,1
"1570",50,50,10,5,21,1448,0.036542,21,1448,0.0141537189483643,1
"1571",50,100,1,5,30,1862,0.0547774,30,1839,0.0219786167144775,1
"1572",50,100,2,5,28,1588,0.0414821,28,1588,0.0221288204193115,1
"1573",50,100,3,5,28,1716,0.0397285,27,1643,0.0243473052978516,1
"1574",50,100,4,5,28,1821,0.0402475,26,1796,0.0241928100585938,1
"1575",50,100,5,5,27,1502,0.0396584,27,1502,0.0253891944885254,1
"1576",50,100,6,5,28,1817,0.0448575,28,1806,0.0234742164611816,1
"1577",50,100,7,5,26,1493,0.0471127,26,1493,0.0239570140838623,1
"1578",50,100,8,5,28,1801,0.0428178,29,1782,0.0234436988830566,1
"1579",50,100,9,5,27,1487,0.0397238,28,1469,0.0285401344299316,1
"1580",50,100,10,5,29,1787,0.0475457,29,1787,0.023435115814209,1
"1581",50,250,1,5,38,2533,0.0810236,38,2492,1.61999106407166,1
"1582",50,250,2,5,37,2396,0.0763549,36,2360,0.552847146987915,1
"1583",50,250,3,5,38,2507,0.0626838,37,2439,0.887090444564819,1
"1584",50,250,4,5,37,2029,0.0644423,37,2029,0.0536201000213623,1
"1585",50,250,5,5,36,2215,0.0691779,36,2211,0.163581371307373,1
"1586",50,250,6,5,37,2392,0.0725424,35,2318,0.246642589569092,1
"1587",50,250,7,5,37,2671,0.0653915,37,2671,1.44690418243408,1
"1588",50,250,8,5,36,2383,0.0635735,36,2374,0.133353233337402,1
"1589",50,250,9,5,36,2365,0.0965582,36,2364,0.10814380645752,1
"1590",50,250,10,5,39,2454,0.0885462,38,2419,1.11448431015015,1
"1591",50,500,1,5,44,2643,0.087283,43,2594,2.29246139526367,1
"1592",50,500,2,5,44,2964,0.084843,41,2821,2.09063863754272,1
"1593",50,500,3,5,43,3094,0.0814811,42,3080,3.28866815567017,1
"1594",50,500,4,5,44,2708,0.0862772,41,2670,2.68853783607483,1
"1595",50,500,5,5,42,2669,0.0810484,42,2660,2.90489459037781,1
"1596",50,500,6,5,42,2777,0.0834842,42,2777,3.61520504951477,1
"1597",50,500,7,5,44,3079,0.0906059,43,3041,3.06270718574524,1
"1598",50,500,8,5,42,2489,0.0799149,41,2467,0.249820232391357,1
"1599",50,500,9,5,43,2597,0.0837349,42,2576,3.12901329994202,1
"1600",50,500,10,5,43,2948,0.0818913,41,2906,3.18835973739624,1
"1601",50,750,1,5,44,3097,0.0964652,44,3097,3.84393692016602,1
"1602",50,750,2,5,45,2750,0.10375,44,2702,2.28906035423279,1
"1603",50,750,3,5,45,3080,0.0982022,45,3080,3.3571343421936,1
"1604",50,750,4,5,46,3313,0.104236,45,3255,4.58700895309448,1
"1605",50,750,5,5,45,2879,0.108094,45,2879,3.9080069065094,1
"1606",50,750,6,5,44,3028,0.098152,44,3022,4.48521375656128,1
"1607",50,750,7,5,46,2872,0.100242,45,2811,3.12088203430176,1
"1608",50,750,8,5,46,2932,0.100242,44,2882,4.70606374740601,1
"1609",50,750,9,5,46,2772,0.104096,45,2712,3.29991674423218,1
"1610",50,750,10,5,46,3391,0.100546,45,3329,5.45389223098755,1
"1611",50,1000,1,5,47,3319,0.117683,46,3286,1.68393301963806,1
"1612",50,1000,2,5,47,3348,0.116201,46,3342,7.6983757019043,1
"1613",50,1000,3,5,47,3367,0.119229,46,3358,7.53399872779846,1
"1614",50,1000,4,5,46,3343,0.117309,46,3343,1.25111103057861,1
"1615",50,1000,5,5,47,3000,0.115884,46,2996,1.72477102279663,1
"1616",50,1000,6,5,47,3109,0.137027,47,3109,2.23962950706482,1
"1617",50,1000,7,5,47,3283,0.120615,46,3238,1.17574691772461,1
"1618",50,1000,8,5,46,2995,0.114854,46,2995,1.22163510322571,1
"1619",50,1000,9,5,47,3083,0.118952,45,3010,1.04862594604492,1
"1620",50,1000,10,5,47,3279,0.115868,46,3277,7.88970851898193,1
"1621",100,100,1,5,44,2661,0.107591,44,2607,0.0168471336364746,1
"1622",100,100,2,5,42,2335,0.0832284,41,2311,0.0129530429840088,1
"1623",100,100,3,5,39,2311,0.0891668,39,2311,0.0132992267608643,1
"1624",100,100,4,5,39,2328,0.0762079,39,2298,0.0174252986907959,1
"1625",100,100,5,5,42,2200,0.0981159,43,2172,0.0166280269622803,1
"1626",100,100,6,5,42,2553,0.123707,42,2530,0.0169789791107178,1
"1627",100,100,7,5,40,2133,0.110503,39,2101,0.0168073177337647,1
"1628",100,100,8,5,42,2660,0.143847,41,2618,0.0188212394714355,1
"1629",100,100,9,5,42,2262,0.0726544,41,2224,0.0298895835876465,1
"1630",100,100,10,5,42,2428,0.0972858,42,2428,0.0171806812286377,1
"1631",100,250,1,5,63,3948,0.255739,60,3861,1.3459939956665,1
"1632",100,250,2,5,61,3905,0.145834,59,3818,1.32718181610107,1
"1633",100,250,3,5,62,3767,0.172995,56,3659,0.138439893722534,1
"1634",100,250,4,5,59,3207,0.130638,57,3163,0.117088556289673,1
"1635",100,250,5,5,57,3469,0.140507,57,3469,0.102847576141357,1
"1636",100,250,6,5,62,3848,0.149769,60,3794,0.964460849761963,1
"1637",100,250,7,5,58,3712,0.250651,58,3712,0.102513313293457,1
"1638",100,250,8,5,62,3941,0.269175,58,3848,1.14235281944275,1
"1639",100,250,9,5,59,3937,0.384963,59,3937,0.802478313446045,1
"1640",100,250,10,5,58,3519,0.168022,58,3502,0.084848165512085,1
"1641",100,500,1,5,75,4364,0.197455,70,4286,5.08886861801148,1
"1642",100,500,2,5,72,4400,0.192624,72,4400,4.80102634429932,1
"1643",100,500,3,5,73,4463,0.538433,73,4423,3.1723837852478,1
"1644",100,500,4,5,72,4616,0.176587,71,4584,4.13145160675049,1
"1645",100,500,5,5,72,4557,0.264732,71,4534,5.51429295539856,1
"1646",100,500,6,5,72,4940,0.244674,70,4865,6.20444250106812,1
"1647",100,500,7,5,73,4174,0.176745,68,4070,3.26789259910584,1
"1648",100,500,8,5,75,4527,0.215903,71,4353,4.39094924926758,1
"1649",100,500,9,5,77,4801,0.241696,73,4562,4.70813608169556,1
"1650",100,500,10,5,75,4723,0.341075,73,4633,4.29697442054749,1
"1651",100,750,1,5,78,5121,0.345439,77,5043,9.01772427558899,1
"1652",100,750,2,5,79,4988,0.286473,78,4905,9.69667482376099,1
"1653",100,750,3,5,79,5166,0.268456,76,5015,6.98463439941406,1
"1654",100,750,4,5,81,5441,0.288884,79,5365,19.9904296398163,1
"1655",100,750,5,5,80,5467,0.502351,78,5393,16.3547646999359,1
"1656",100,750,6,5,79,5458,0.352973,78,5361,19.4660227298737,1
"1657",100,750,7,5,81,5275,0.30757,76,5064,10.280588388443,1
"1658",100,750,8,5,82,5122,0.326729,78,4961,7.39241218566895,1
"1659",100,750,9,5,80,4970,0.266339,79,4857,16.1177818775177,1
"1660",100,750,10,5,81,5555,0.526941,78,5465,9.04669690132141,1
"1661",100,1000,1,5,86,5644,0.362702,81,5450,12.9033138751984,1
"1662",100,1000,2,5,84,5110,0.220232,82,5049,12.9887437820435,1
"1663",100,1000,3,5,84,5571,0.21057,81,5509,13.7169888019562,1
"1664",100,1000,4,5,87,5436,0.341444,81,5226,11.2486324310303,1
"1665",100,1000,5,5,82,4947,0.211912,82,4936,8.97929239273071,1
"1666",100,1000,6,5,84,5203,0.231628,83,5191,16.9360094070435,1
"1667",100,1000,7,5,84,5532,0.443683,82,5397,17.6710374355316,1
"1668",100,1000,8,5,83,5517,0.464744,82,5423,21.8914203643799,1
"1669",100,1000,9,5,84,5294,0.888636,81,5123,14.0668039321899,1
"1670",100,1000,10,5,86,5735,0.237222,82,5444,12.5028960704803,1
"1671",100,2000,1,5,91,6086,0.309371,89,6015,52.1306440830231,1
"1672",100,2000,2,5,91,5753,0.56184,90,5671,40.2819509506226,1
"1673",100,2000,3,5,91,6193,0.290304,90,6163,50.6212379932404,1
"1674",100,2000,4,5,92,6163,0.291998,89,5947,50.4931845664978,1
"1675",100,2000,5,5,91,5724,0.326468,90,5714,48.4093816280365,1
"1676",100,2000,6,5,91,6269,0.642485,89,6101,45.6560943126679,1
"1677",100,2000,7,5,91,6095,0.416965,89,6020,50.0504922866821,1
"1678",100,2000,8,5,91,5685,0.707868,88,5622,42.6668581962585,1
"1679",100,2000,9,5,92,6408,0.422302,90,6304,77.6989278793335,1
"1680",100,2000,10,5,90,6080,0.441957,89,6061,49.3592085838318,1
"1681",150,150,1,5,65,3991,0.496916,61,3852,0.0307056903839111,1
"1682",150,150,2,5,64,3682,0.38475,64,3634,0.030548095703125,1
"1683",150,150,3,5,61,4128,0.266136,58,4033,0.0324487686157227,1
"1684",150,150,4,5,63,3606,0.344605,61,3565,0.0295693874359131,1
"1685",150,150,5,5,63,3731,0.46915,60,3661,0.0302860736846924,1
"1686",150,150,6,5,66,3859,0.353872,66,3859,0.0290818214416504,1
"1687",150,150,7,5,59,3650,0.321793,58,3643,0.0299530029296875,1
"1688",150,150,8,5,69,3666,0.510491,65,3616,0.0234444141387939,1
"1689",150,150,9,5,66,3783,0.270357,64,3733,0.0625936985015869,1
"1690",150,150,10,5,66,3844,0.26522,62,3757,0.0320799350738525,1
"1691",150,250,1,5,83,5014,0.618018,77,4813,0.0392374992370606,1
"1692",150,250,2,5,79,4839,0.871538,74,4721,0.10320520401001,1
"1693",150,250,3,5,82,4760,0.350521,78,4715,0.127454996109009,1
"1694",150,250,4,5,77,4337,0.591688,73,4233,0.0423393249511719,1
"1695",150,250,5,5,76,4539,0.579242,75,4454,0.0407891273498535,1
"1696",150,250,6,5,79,5211,0.779396,77,5118,0.0432934761047363,1
"1697",150,250,7,5,74,4563,0.535931,73,4537,0.0405855178833008,1
"1698",150,250,8,5,79,5010,0.398589,78,4983,0.0387947559356689,1
"1699",150,250,9,5,78,4950,0.627891,77,4904,0.205628156661987,1
"1700",150,250,10,5,81,4515,0.69315,79,4440,0.080935001373291,1
"1701",150,500,1,5,99,6015,1.15073,98,5935,7.54835247993469,1
"1702",150,500,2,5,102,6101,1.02918,96,5977,6.08616209030151,1
"1703",150,500,3,5,100,5973,0.734958,98,5830,3.263836145401,1
"1704",150,500,4,5,99,6088,0.972815,95,5935,4.17831158638001,1
"1705",150,500,5,5,103,6359,0.603599,96,6188,5.21574139595032,1
"1706",150,500,6,5,102,6520,0.989981,98,6380,11.8352677822113,1
"1707",150,500,7,5,99,6096,1.33165,96,5916,5.30324196815491,1
"1708",150,500,8,5,102,6003,0.965937,94,5811,7.05067706108093,1
"1709",150,500,9,5,101,6280,0.839166,94,6037,6.10852289199829,1
"1710",150,500,10,5,99,6018,0.976403,99,6018,5.28442144393921,1
"1711",150,750,1,5,109,7018,1.4623,107,6885,31.3243527412415,1
"1712",150,750,2,5,110,6796,1.23882,108,6707,28.1111569404602,1
"1713",150,750,3,5,113,6988,1.24743,110,6815,44.8424007892609,1
"1714",150,750,4,5,110,7356,0.929879,104,7194,15.9002492427826,1
"1715",150,750,5,5,109,7254,0.88052,108,7204,22.1827869415283,1
"1716",150,750,6,5,107,7362,0.858452,105,7256,27.7468643188477,1
"1717",150,750,7,5,111,6990,0.620101,106,6858,28.8917374610901,1
"1718",150,750,8,5,109,7060,1.2012,106,6916,37.1801815032959,1
"1719",150,750,9,5,108,7071,0.766601,106,6980,24.2777543067932,1
"1720",150,750,10,5,112,7431,1.02695,108,7242,29.3714890480042,1
"1721",150,1000,1,5,116,7389,1.21197,114,7182,51.9408895969391,1
"1722",150,1000,2,5,119,7975,0.714542,116,7728,86.4019277095795,1
"1723",150,1000,3,5,119,7774,1.12381,113,7662,87.489767074585,1
"1724",150,1000,4,5,119,7371,0.803061,114,7179,41.9834816455841,1
"1725",150,1000,5,5,118,7069,0.942586,114,6759,25.9357719421387,1
"1726",150,1000,6,5,116,7067,0.619189,115,7022,78.0833609104157,1
"1727",150,1000,7,5,118,7657,1.18226,115,7575,46.6209774017334,1
"1728",150,1000,8,5,118,7616,0.61591,116,7405,61.7818164825439,1
"1729",150,1000,9,5,114,7424,0.644718,112,7348,48.9284691810608,1
"1730",150,1000,10,5,120,7479,0.60442,116,7336,53.4881341457367,1
"1731",150,2000,1,5,129,8566,1.50215,128,8397,256.619727134705,1
"1732",150,2000,2,5,132,8161,1.38199,128,7921,262.375676631928,1
"1733",150,2000,3,5,130,8223,1.38735,128,8132,145.96590590477,1
"1734",150,2000,4,5,129,8404,0.873157,127,8343,190.975967407227,1
"1735",150,2000,5,5,132,8934,0.791914,125,8699,191.761334419251,1
"1736",150,2000,6,5,131,8241,0.829779,128,8084,228.362618684769,1
"1737",150,2000,7,5,133,8457,0.800731,129,8262,263.460703134537,1
"1738",150,2000,8,5,129,8702,1.23018,127,8559,192.01575756073,1
"1739",150,2000,9,5,131,8605,1.07375,126,8429,203.478201150894,1
"1740",150,2000,10,5,130,8999,1.03904,127,8806,268.356086492538,1
"1741",150,3000,1,5,137,9154,0.968919,133,8969,299.167004108429,0
"1742",150,3000,2,5,137,9252,1.10592,134,9062,298.706671237946,0
"1743",150,3000,3,5,138,9296,0.982504,133,9001,299.067685604095,0
"1744",150,3000,4,5,136,9307,1.00299,133,8985,299.376301527023,0
"1745",150,3000,5,5,137,9011,0.987738,134,8868,299.016348361969,0
"1746",150,3000,6,5,136,8551,1.62938,134,8440,299.955549240112,0
"1747",150,3000,7,5,136,8645,1.03071,134,8465,299.011467218399,0
"1748",150,3000,8,5,136,8834,0.968276,134,8607,299.031488180161,0
"1749",150,3000,9,5,138,8641,1.48397,135,8454,299.093866586685,0
"1750",150,3000,10,5,138,9710,0.977925,135,9462,298.867347002029,0
"1751",200,250,1,5,92,5745,1.35256,91,5705,0.0400550365447998,1
"1752",200,250,2,5,96,5446,0.766394,93,5323,0.0409426689147949,1
"1753",200,250,3,5,89,5046,1.31767,89,5046,0.0409677028656006,1
"1754",200,250,4,5,94,5245,1.0656,93,5239,0.0420100688934326,1
"1755",200,250,5,5,88,5047,0.94767,88,5047,0.0415058135986328,1
"1756",200,250,6,5,89,5496,0.56644,86,5421,0.0408902168273926,1
"1757",200,250,7,5,90,5474,0.703864,90,5466,0.0426962375640869,1
"1758",200,250,8,5,92,5751,1.0245,91,5654,0.0293076038360596,1
"1759",200,250,9,5,94,5670,1.02552,91,5545,0.118005037307739,1
"1760",200,250,10,5,89,5070,0.957348,89,5058,0.0382835865020752,1
"1761",200,500,1,5,121,7097,1.37089,121,7097,4.06842231750488,1
"1762",200,500,2,5,123,7605,1.14388,116,7238,4.18370842933655,1
"1763",200,500,3,5,127,7687,0.922217,122,7487,6.78192687034607,1
"1764",200,500,4,5,120,7447,0.928601,119,7372,0.454410314559937,1
"1765",200,500,5,5,116,6964,0.728245,110,6762,0.227378368377686,1
"1766",200,500,6,5,121,7878,1.65675,116,7628,5.36784553527832,1
"1767",200,500,7,5,123,7385,1.10977,114,7190,6.62363886833191,1
"1768",200,500,8,5,121,7489,1.35754,117,7230,5.45691919326782,1
"1769",200,500,9,5,117,7249,1.27189,115,7074,0.280178546905518,1
"1770",200,500,10,5,120,7711,1.20304,117,7659,6.12912774085999,1
"1771",200,750,1,5,135,8570,2.256,131,8439,58.9780449867249,1
"1772",200,750,2,5,138,8494,1.33004,129,8148,40.3726601600647,1
"1773",200,750,3,5,136,8615,1.49,130,8264,31.7829849720001,1
"1774",200,750,4,5,139,9192,1.24731,133,8965,57.1246128082275,1
"1775",200,750,5,5,135,8874,1.82185,129,8574,17.8460230827332,1
"1776",200,750,6,5,138,8855,1.25364,130,8574,31.5634272098541,1
"1777",200,750,7,5,137,8371,1.01623,132,8093,11.9611003398895,1
"1778",200,750,8,5,137,8648,2.76856,132,8498,39.6938767433167,1
"1779",200,750,9,5,141,9185,1.5364,135,8812,62.4481031894684,1
"1780",200,750,10,5,138,9006,0.901028,130,8708,29.8448297977448,1
"1781",200,1000,1,5,145,8872,2.0739,143,8600,99.9092197418213,1
"1782",200,1000,2,5,149,9793,1.91201,143,9537,126.128019571304,1
"1783",200,1000,3,5,144,9329,2.38569,143,9226,96.2166640758514,1
"1784",200,1000,4,5,146,9254,3.53834,144,9105,254.09516119957,1
"1785",200,1000,5,5,145,8935,1.46087,144,8756,107.864464521408,1
"1786",200,1000,6,5,149,9262,1.94127,144,9052,150.357366800308,1
"1787",200,1000,7,5,142,9093,1.6019,139,8996,77.4101991653442,1
"1788",200,1000,8,5,145,8908,1.38279,140,8773,68.7896029949188,1
"1789",200,1000,9,5,143,9125,2.15926,140,8988,129.141737699509,1
"1790",200,1000,10,5,144,9208,1.94293,140,8932,41.6936893463135,1
"1791",200,2000,1,5,166,10812,2.42795,162,10658,299.679756402969,0
"1792",200,2000,2,5,166,10571,2.46971,162,10437,299.700103759766,0
"1793",200,2000,3,5,166,10880,1.32955,162,10612,299.695199251175,0
"1794",200,2000,4,5,165,10381,2.57351,165,10381,299.661959886551,0
"1795",200,2000,5,5,168,10294,1.73642,165,10190,299.716296434402,0
"1796",200,2000,6,5,167,10587,1.61888,166,10505,299.856158018112,0
"1797",200,2000,7,5,164,10501,2.12001,159,10367,299.656416654587,0
"1798",200,2000,8,5,168,10668,1.79838,166,10721,299.740489244461,0
"1799",200,2000,9,5,167,11216,1.28736,163,10972,299.622341156006,0
"1800",200,2000,10,5,168,11379,1.27906,161,11068,299.697769403458,0
"1801",200,3000,1,5,175,11047,1.65676,173,10925,299.383429765701,0
"1802",200,3000,2,5,173,11481,3.24431,171,11462,299.311948537827,0
"1803",200,3000,3,5,174,11644,2.97245,174,11633,299.277053356171,0
"1804",200,3000,4,5,176,12272,2.97758,175,12227,299.144277334213,0
"1805",200,3000,5,5,173,11841,1.57707,173,11846,299.500448465347,0
"1806",200,3000,6,5,176,11873,3.26708,175,11826,299.494520902634,0
"1807",200,3000,7,5,174,11694,1.79281,173,11748,299.243421554565,0
"1808",200,3000,8,5,175,11284,5.75346,172,11304,299.214854478836,0
"1809",200,3000,9,5,174,11224,2.04848,174,11234,299.147121906281,0
"1810",200,3000,10,5,177,11580,1.93051,173,11447,299.324738740921,0
"1811",250,250,1,5,105,6264,1.40415,105,6236,0.0422968864440918,1
"1812",250,250,2,5,108,6234,1.41128,104,6162,0.0415022373199463,1
"1813",250,250,3,5,104,6141,1.42289,102,6071,0.041745662689209,1
"1814",250,250,4,5,101,5495,0.911896,101,5479,0.0402002334594727,1
"1815",250,250,5,5,104,5939,1.92422,104,5937,0.0426509380340576,1
"1816",250,250,6,5,102,6271,0.907198,101,6219,0.0319259166717529,1
"1817",250,250,7,5,103,6235,1.45897,101,6186,0.0926756858825684,1
"1818",250,250,8,5,104,6340,1.12611,104,6340,0.0411462783813477,1
"1819",250,250,9,5,104,6180,0.841916,104,6148,0.0445282459259033,1
"1820",250,250,10,5,103,5731,0.951974,100,5655,0.031543493270874,1
"1821",250,500,1,5,143,8474,2.24977,136,8227,4.3077507019043,1
"1822",250,500,2,5,135,8076,2.06562,134,8021,0.159428596496582,1
"1823",250,500,3,5,144,8518,3.14489,141,8369,0.209797382354736,1
"1824",250,500,4,5,139,8472,2.1229,137,8311,0.357851028442383,1
"1825",250,500,5,5,142,8464,2.15213,135,8321,2.78697943687439,1
"1826",250,500,6,5,138,8588,2.41577,132,8312,0.177946329116821,1
"1827",250,500,7,5,138,8194,1.68196,135,8104,2.16216468811035,1
"1828",250,500,8,5,141,8628,1.37187,138,8528,4.94489979743958,1
"1829",250,500,9,5,137,8327,1.10896,132,8193,0.0786943435668945,1
"1830",250,500,10,5,141,8374,2.67114,136,8208,0.380508184432983,1
"1831",250,750,1,5,158,10356,1.41036,155,10303,74.5588812828064,1
"1832",250,750,2,5,152,9348,3.48694,148,9258,7.46177482604981,1
"1833",250,750,3,5,162,9833,3.4354,157,9603,21.1803059577942,1
"1834",250,750,4,5,159,10650,1.62919,154,10394,70.0990474224091,1
"1835",250,750,5,5,159,10279,2.16799,153,9949,18.7408058643341,1
"1836",250,750,6,5,162,10171,1.80146,155,9989,19.2864320278168,1
"1837",250,750,7,5,162,9890,2.026,159,9703,39.3733403682709,1
"1838",250,750,8,5,160,10158,2.32418,157,9991,22.6754870414734,1
"1839",250,750,9,5,158,9954,2.81385,155,9739,11.8009362220764,1
"1840",250,750,10,5,160,10081,3.18853,153,9856,17.3787624835968,1
"1841",250,1000,1,5,174,10473,1.73224,172,10150,144.478379964829,1
"1842",250,1000,2,5,173,11540,2.288,166,11269,300.0387570858,0
"1843",250,1000,3,5,176,11357,2.37161,166,11035,271.64412856102,1
"1844",250,1000,4,5,175,10841,1.61568,168,10394,237.894374608994,1
"1845",250,1000,5,5,171,10505,2.35988,166,10279,123.088029384613,1
"1846",250,1000,6,5,175,11027,2.47322,169,10827,299.990012407303,0
"1847",250,1000,7,5,176,11164,2.29152,173,10840,188.265807628632,1
"1848",250,1000,8,5,178,10988,1.63932,172,10818,300.041217327118,0
"1849",250,1000,9,5,173,10631,1.52854,168,10434,219.257059812546,1
"1850",250,1000,10,5,176,11386,2.56159,170,11201,300.025957345963,0
"1851",250,2000,1,5,203,13354,1.88574,198,13379,299.823751449585,0
"1852",250,2000,2,5,200,12929,1.85741,196,12575,299.784021139145,0
"1853",250,2000,3,5,204,13328,3.33322,199,13122,299.812792539597,0
"1854",250,2000,4,5,200,12854,4.19028,199,12745,299.802842140198,0
"1855",250,2000,5,5,201,12624,3.81115,200,12828,299.760977983475,0
"1856",250,2000,6,5,200,12513,6.70936,199,12628,299.821108818054,0
"1857",250,2000,7,5,198,13005,4.70001,200,13224,299.802504777908,0
"1858",250,2000,8,5,201,13075,2.67694,197,12882,299.816206455231,0
"1859",250,2000,9,5,201,13176,3.4108,197,12969,299.812131881714,0
"1860",250,2000,10,5,199,13178,3.31225,198,13085,299.781960487366,0
"1861",250,3000,1,5,214,13593,3.39467,210,13408,299.838245153427,0
"1862",250,3000,2,5,215,14784,4.32169,216,14735,299.411245346069,0
"1863",250,3000,3,5,217,13790,6.02269,216,13823,299.358440637589,0
"1864",250,3000,4,5,216,14765,2.09824,215,14951,299.300430059433,0
"1865",250,3000,5,5,213,14375,2.04422,214,14387,299.269446611404,0
"1866",250,3000,6,5,216,14302,2.7844,215,14255,299.222450971603,0
"1867",250,3000,7,5,211,13917,7.09196,212,14026,299.272465229034,0
"1868",250,3000,8,5,213,13908,4.66242,218,14107,299.327424526215,0
"1869",250,3000,9,5,216,14405,5.12182,212,14086,299.320327043533,0
"1870",250,3000,10,5,212,14346,7.20217,216,14659,299.541109800339,0
"1871",250,5000,1,5,227,14789,3.26247,224,14785,298.096593618393,0
"1872",250,5000,2,5,227,14990,2.59657,224,14777,297.864110469818,0
"1873",250,5000,3,5,224,14643,3.95907,225,14773,297.633069992065,0
"1874",250,5000,4,5,225,14519,2.66999,223,14422,297.591391086578,0
"1875",250,5000,5,5,225,15340,4.29354,223,15333,298.291932582855,0
"1876",250,5000,6,5,227,15586,4.85859,224,15357,297.769407510757,0
"1877",250,5000,7,5,227,14914,3.55277,226,14862,298.142907142639,0
"1878",250,5000,8,5,225,14428,9.19801,227,14616,297.376413583756,0
"1879",250,5000,9,5,227,15521,2.62267,225,15342,297.592040538788,0
"1880",250,5000,10,5,228,15704,2.60964,223,15566,298.012791872025,0
"1881",300,300,1,5,127,7891,1.88139,125,7784,0.0371031761169434,1
"1882",300,300,2,5,129,6972,2.76164,129,6971,0.0494987964630127,1
"1883",300,300,3,5,124,7747,1.76872,121,7581,0.0507242679595947,1
"1884",300,300,4,5,126,7413,2.34847,126,7371,0.0505630970001221,1
"1885",300,300,5,5,123,7493,3.96959,119,7386,0.0476641654968262,1
"1886",300,300,6,5,121,7932,2.60157,122,7927,0.111807584762573,1
"1887",300,300,7,5,122,7377,1.76514,119,7304,0.0485641956329346,1
"1888",300,300,8,5,126,7624,2.08614,121,7442,0.0507001876831055,1
"1889",300,300,9,5,128,7025,2.30483,126,6880,0.0475368499755859,1
"1890",300,300,10,5,128,7601,1.84679,125,7498,0.04793381690979,1
"1891",300,500,1,5,159,9124,3.68124,155,9055,0.0690100193023682,1
"1892",300,500,2,5,159,9773,3.23063,152,9636,0.0783898830413818,1
"1893",300,500,3,5,154,9749,3.06523,149,9479,0.341481685638428,1
"1894",300,500,4,5,158,9451,3.5888,151,9301,0.328135967254639,1
"1895",300,500,5,5,158,9326,3.95777,154,9112,0.0741221904754639,1
"1896",300,500,6,5,160,9331,1.95224,157,9152,0.230771780014038,1
"1897",300,500,7,5,150,8823,2.53146,149,8749,0.0748050212860107,1
"1898",300,500,8,5,154,9554,2.52637,149,9353,0.18362021446228,1
"1899",300,500,9,5,154,9510,3.00666,150,9317,0.0788726806640625,1
"1900",300,500,10,5,158,9136,2.8401,155,8971,0.178043842315674,1
"1901",300,750,1,5,183,11361,4.44594,179,11119,20.4008283615112,1
"1902",300,750,2,5,182,10928,4.81598,175,10674,12.5785429477692,1
"1903",300,750,3,5,181,10676,5.80506,178,10469,8.85138010978699,1
"1904",300,750,4,5,173,11231,3.77381,173,11149,8.22424364089966,1
"1905",300,750,5,5,181,11092,2.91699,173,10926,7.67952632904053,1
"1906",300,750,6,5,180,11495,4.69362,176,11269,15.1698985099792,1
